1922,0.88206,303.86,NaN
1923,1.0011,304.14,NaN
1924,1.0045,304.42,NaN
1925,1.0118,304.7,NaN
1926,0.99333,305.08,NaN
1927,1.085,305.46,NaN
1928,1.0799,305.84,NaN
1929,1.1597,306.22,NaN
1930,1.0689,306.6,-0.416
1931,0.95536,306.96,NaN
1932,0.86123,307.32,NaN
1933,0.90681,307.68,NaN
1934,0.98627,308.04,NaN
1935,1.0349,308.4,NaN
1936,1.1369,308.8,NaN
1937,1.2155,309.2,NaN
1938,1.1437,309.6,NaN
1939,1.2098,310,NaN
1940,1.3219,310.4,-0.302
1941,1.3515,310.5,NaN
1942,1.3461,310.6,NaN
1943,1.3688,310.7,NaN
1944,1.3912,310.8,NaN
1945,1.1566,310.9,NaN
1946,1.2626,310.96,NaN
1947,1.398,311.02,NaN
1948,1.4718,311.08,NaN
1949,1.4289,311.14,NaN
1950,1.6359,311.2,-0.361
1951,1.7383,311.64,NaN
1952,1.7619,312.08,NaN
1953,1.8114,312.52,NaN
1954,1.8504,312.96,NaN
1955,2.0283,313.4,NaN
1956,2.1594,314,NaN
1957,2.2307,314.6,NaN
1958,2.2942,315.3,NaN
1959,2.4132,315.98,NaN
1960,2.5459,316.91,-0.354
1961,2.5516,317.64,NaN
1962,2.642,318.45,NaN
1963,2.7916,318.99,NaN
1964,2.9372,319.62,NaN
1965,3.0734,320.04,NaN
1966,3.2165,321.37,NaN
1967,3.3195,322.18,NaN
1968,3.5007,323.05,NaN
1969,3.7341,324.62,NaN
1970,4.0437,325.68,-0.377
1971,4.207,326.32,NaN
1972,4.4025,327.46,NaN
1973,4.6366,329.68,NaN
1974,4.6161,330.19,NaN
1975,4.6099,331.12,NaN
1976,4.8545,332.03,NaN
1977,4.9876,333.84,NaN
1978,5.1706,335.41,NaN
1979,5.3084,336.84,NaN
1980,5.2826,338.76,-0.205
1981,5.1386,340.12,NaN
1982,5.1003,341.48,NaN
1983,5.1481,343.15,NaN
1984,5.2981,344.85,NaN
1985,5.4864,346.35,NaN
1986,5.5641,347.61,NaN
1987,5.7444,349.31,NaN
1988,5.9634,351.69,NaN
1989,6.0527,353.2,NaN
1990,6.1903,354.45,-0.03
1991,6.319,355.7,NaN
1992,6.1214,356.54,NaN
1993,6.1862,357.21,NaN
1994,6.2301,358.96,NaN
1995,6.3633,360.97,NaN
1996,6.5593,362.74,NaN
1997,6.5976,363.88,NaN
1998,6.576,366.84,NaN
1999,6.663,368.54,NaN
2000,6.8506,369.71,0.153
2001,6.9088,371.32,NaN
2002,7.0667,373.45,NaN
2003,7.4117,375.98,NaN
2004,7.7647,377.7,NaN
2005,8.0212,379.98,NaN
2006,8.284,382.09,NaN
2007,8.5347,384.03,NaN
2008,8.7126,385.83,NaN
2009,8.5811,387.64,NaN
2010,9.036,390.1,0.36
2011,9.3299,391.85,0.36
2012,9.48,394.06,NaN
